"","CommonName","Year","TotalReportedCatch","TotalTACC","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"371","Cod Fish","2019",4756254,10609992,"United Kingdom",14386,105566,7.3359404977061
"372","Cod Fish","2019",4756254,10609992,"United States",4600,42603,9.26245652173913
"373","Cod Fish","2019",4756254,10609992,"Vietnam",6837,28397,4.14993418165862
"374","Cod Fish","2020",4263198,10609992,"Australia",31320,420852,13.4352506385696
"375","Cod Fish","2020",4263198,10609992,"Belarus",200586,751617,3.74515908388422
"376","Cod Fish","2020",4263198,10609992,"Bulgaria",6181,13032,2.11
"377","Cod Fish","2020",4263198,10609992,"Canada",27,213,7.89
"378","Cod Fish","2020",4263198,10609992,"China",18992,51637,2.72035593934288
"379","Cod Fish","2020",4263198,10609992,"French Polynesia",711,5795,8.1518846694796
"380","Cod Fish","2020",4263198,10609992,"Georgia",24,58,2.42
"381","Cod Fish","2020",4263198,10609992,"Hong Kong",10930,233321,21.3473421774931
"382","Cod Fish","2020",4263198,10609992,"Lithuania",26528,92764,3.5
"383","Cod Fish","2020",4263198,10609992,"Malaysia",44881,69352,1.54113544707114
"384","Cod Fish","2020",4263198,10609992,"Moldova",23410,29061,1.24
"385","Cod Fish","2020",4263198,10609992,"Myanmar",99493,397704,4
"386","Cod Fish","2020",4263198,10609992,"New Caledonia",140,4998,35.7
"387","Cod Fish","2020",4263198,10609992,"Philippines",160,2520,15.75
"388","Cod Fish","2020",4263198,10609992,"Portugal",113131,380235,3.35961213106929
"389","Cod Fish","2020",4263198,10609992,"Russia",129128,508312,3.93485100055759
"390","Cod Fish","2020",4263198,10609992,"Singapore",6011,167013,27.7853019464315
"391","Cod Fish","2020",4263198,10609992,"Thailand",1300,16987,13.0661538461538
"392","Cod Fish","2020",4263198,10609992,"Ukraine",250861,659662,2.62683665456169
"393","Cod Fish","2020",4263198,10609992,"United States",310,5606,18.08
"394","Cod Fish","2021",4662718,10170992,"Australia",37621,608337,16.1715696020839
"395","Cod Fish","2021",4662718,10170992,"Belarus",132644,428428,3.22892011700492
"396","Cod Fish","2021",4662718,10170992,"Bulgaria",520,1138,2.19
"397","Cod Fish","2021",4662718,10170992,"Canada",1,9,9
"398","Cod Fish","2021",4662718,10170992,"China",1044,5672,5.42827586206897
"399","Cod Fish","2021",4662718,10170992,"Georgia",4777,10509,2.2
"400","Cod Fish","2021",4662718,10170992,"Hong Kong",6459,125262,19.3938953398359
"401","Cod Fish","2021",4662718,10170992,"Japan",225,1807,8.03
"402","Cod Fish","2021",4662718,10170992,"Lithuania",149206,472087,3.16
"403","Cod Fish","2021",4662718,10170992,"Malaysia",350,5124,14.64
"404","Cod Fish","2021",4662718,10170992,"New Caledonia",0,0,NA
"405","Cod Fish","2021",4662718,10170992,"Papua New Guinea",388,2085,5.37046391752577
"406","Cod Fish","2021",4662718,10170992,"Portugal",136490,448650,3.29
"407","Cod Fish","2021",4662718,10170992,"Russia",198544,615715,3.09850128938674
"408","Cod Fish","2021",4662718,10170992,"Singapore",5451,160980,29.5333516785911
"409","Cod Fish","2021",4662718,10170992,"Switzerland",5,17,3.4
"410","Cod Fish","2021",4662718,10170992,"Thailand",1700,14747,8.67647058823529
"411","Cod Fish","2021",4662718,10170992,"Ukraine",356943,993490,2.78491815219797
"412","Cod Fish","2021",4662718,10170992,"United States",40,171,4.28
"413","Cod Fish","2021",4662718,10170992,"Vietnam",499,6496,13.02
"414","Cod Fish","2022",4439669,10138260,"Australia",31300,484637,15.4859063897764
"415","Cod Fish","2022",4439669,10138260,"Belarus",80859,256358,3.17
"416","Cod Fish","2022",4439669,10138260,"Brazil",14500,56039,3.86
"417","Cod Fish","2022",4439669,10138260,"Bulgaria",2459,5572,2.27
"418","Cod Fish","2022",4439669,10138260,"China",46792,132801,2.84
"419","Cod Fish","2022",4439669,10138260,"Cook Islands",6500,65094,10.0162615384615
"420","Cod Fish","2022",4439669,10138260,"French Polynesia",150,2400,16
"421","Cod Fish","2022",4439669,10138260,"Georgia",51557,144077,2.79340535717749
"422","Cod Fish","2022",4439669,10138260,"Hong Kong",4529,81719,18.0461095164495
"423","Cod Fish","2022",4439669,10138260,"Jamaica",101,3874,38.36
"424","Cod Fish","2022",4439669,10138260,"Lithuania",218809,724829,3.31351946217934
"425","Cod Fish","2022",4439669,10138260,"Malaysia",1600,17598,11
"426","Cod Fish","2022",4439669,10138260,"Moldova",7000,24076,3.44
"427","Cod Fish","2022",4439669,10138260,"New Caledonia",100,633,6.33
"428","Cod Fish","2022",4439669,10138260,"Portugal",251353,867909,3.45460010423588
"429","Cod Fish","2022",4439669,10138260,"Singapore",2671,81474,30.5064357918383
"430","Cod Fish","2022",4439669,10138260,"Spain",32420,146470,4.52113201727329
"431","Cod Fish","2022",4439669,10138260,"Thailand",1290,16401,12.7157364341085
"432","Cod Fish","2022",4439669,10138260,"Ukraine",196279,659004,3.35968977832575
"433","Cod Fish","2022",4439669,10138260,"United Kingdom",30,81,2.7
"434","Cod Fish",NA,0,NA,NA,NA,NA,NA
"435","Crabs","2018",221534,NA,"Australia",21546,116757,5.42
"436","Crabs","2018",221534,NA,"Cook Islands",2657,31615,11.9
"437","Crabs","2018",221534,NA,"Fiji",1393,18566,13.3301148600144
"438","Crabs","2018",221534,NA,"French Polynesia",1293,7301,5.64644238205723
"439","Crabs","2018",221534,NA,"Kiribati",60,264,4.4
"440","Crabs","2018",221534,NA,"Mauritius",1900,26078,13.73
"441","Crabs","2018",221534,NA,"New Caledonia",2650,14273,5.39
"442","Crabs","2018",221534,NA,"Niue",150,1621,10.81
"443","Crabs","2018",221534,NA,"Norfolk Island",94,739,7.86106382978723
"444","Crabs","2018",221534,NA,"Palau",214,2699,12.6128971962617
"445","Crabs","2018",221534,NA,"Papua New Guinea",7951,70948,8.92681297949943
"446","Crabs","2018",221534,NA,"Samoa",1120,5096,4.55138392857143
"447","Crabs","2018",221534,NA,"Solomon Islands",900,7084,7.87
"448","Crabs","2018",221534,NA,"Tonga",196,2590,13.2126530612245
"449","Crabs","2018",221534,NA,"Vanuatu",279,3059,10.9614336917563
"450","Crabs","2019",194480,NA,"Australia",15548,157384,10.1215809107281
"451","Crabs","2019",194480,NA,"Cook Islands",2593,32873,12.68
"452","Crabs","2019",194480,NA,"Fiji",1658,29070,17.5314656212304
"453","Crabs","2019",194480,NA,"French Polynesia",6300,32803,5.21
"454","Crabs","2019",194480,NA,"Hong Kong",40,520,13
"455","Crabs","2019",194480,NA,"Marshall Islands",232,2411,10.3911206896552
"456","Crabs","2019",194480,NA,"Mauritius",1250,15348,12.28
"457","Crabs","2019",194480,NA,"New Caledonia",6220,32347,5.2
"458","Crabs","2019",194480,NA,"Niue",200,1297,6.49
"459","Crabs","2019",194480,NA,"Norfolk Island",86,734,8.53
"460","Crabs","2019",194480,NA,"Palau",216,1639,7.59
"461","Crabs","2019",194480,NA,"Papua New Guinea",4783,45576,9.52703324273469
"462","Crabs","2019",194480,NA,"Samoa",360,2176,6.04333333333333
"463","Crabs","2019",194480,NA,"Solomon Islands",710,5563,7.84
"464","Crabs","2019",194480,NA,"Tonga",1502,9499,6.32050599201065
"465","Crabs","2019",194480,NA,"Vanuatu",265,3762,14.1983018867925
"466","Crabs","2019",194480,NA,"Wallis & Futuna",210,1498,7.13
"467","Crabs","2020",267000,NA,"Australia",1013,8907,8.79219151036525
"468","Crabs","2020",267000,NA,"Cook Islands",599,6932,11.573856427379
"469","Crabs","2020",267000,NA,"Fiji",432,11269,26.09
"470","Crabs","2020",267000,NA,"French Polynesia",9660,53981,5.59
"471","Crabs","2020",267000,NA,"Kiribati",30,280,9.33
"472","Crabs","2020",267000,NA,"Marshall Islands",90,1168,12.98
"473","Crabs","2020",267000,NA,"Mauritius",450,12828,28.51
"474","Crabs","2020",267000,NA,"New Caledonia",6040,31875,5.28
"475","Crabs","2020",267000,NA,"Niue",200,1232,6.16
"476","Crabs","2020",267000,NA,"Norfolk Island",20,112,5.6
"477","Crabs","2020",267000,NA,"Palau",410,3296,8.04390243902439
"478","Crabs","2020",267000,NA,"Papua New Guinea",5290,54586,10.3145633270321
"479","Crabs","2020",267000,NA,"Samoa",120,1560,13
"480","Crabs","2020",267000,NA,"Solomon Islands",1562,14407,9.22
"481","Crabs","2020",267000,NA,"Tonga",218,2279,10.4557798165138
"482","Crabs","2020",267000,NA,"Vanuatu",784,5690,7.26030612244898
"483","Crabs","2021",278551,NA,"American Samoa",768,15046,19.59
"484","Crabs","2021",278551,NA,"Australia",1750,28578,16.33
"485","Crabs","2021",278551,NA,"Cook Islands",1206,13477,11.1742288557214
"486","Crabs","2021",278551,NA,"Fiji",1100,8012,7.28254545454545
"487","Crabs","2021",278551,NA,"French Polynesia",7290,41714,5.72
"488","Crabs","2021",278551,NA,"Kiribati",499,3194,6.39983967935872
"489","Crabs","2021",278551,NA,"Marshall Islands",285,2380,8.34736842105263
"490","Crabs","2021",278551,NA,"Mauritius",1377,35785,25.99
"491","Crabs","2021",278551,NA,"Nauru",90,867,9.63222222222222
"492","Crabs","2021",278551,NA,"New Caledonia",3920,20901,5.33
"493","Crabs","2021",278551,NA,"Niue",1000,6162,6.16
"494","Crabs","2021",278551,NA,"Norfolk Island",114,968,8.49210526315789
"495","Crabs","2021",278551,NA,"Papua New Guinea",4854,40531,8.35185002060157
"496","Crabs","2021",278551,NA,"Samoa",580,3865,6.66034482758621
"497","Crabs","2021",278551,NA,"Solomon Islands",1215,12432,10.23
"498","Crabs","2021",278551,NA,"South Korea",100,538,5.38
"499","Crabs","2021",278551,NA,"Tonga",1319,10206,7.7344806671721
"500","Crabs","2021",278551,NA,"Vanuatu",889,8576,9.64370078740157
"501","Crabs","2022",211504,NA,"American Samoa",975,16671,17.1
"502","Crabs","2022",211504,NA,"Australia",630,11039,17.52
"503","Crabs","2022",211504,NA,"Cook Islands",1369,14602,10.6687143900657
"504","Crabs","2022",211504,NA,"Fiji",2053,35929,17.501894788115
"505","Crabs","2022",211504,NA,"Kiribati",585,5757,9.83692307692308
"506","Crabs","2022",211504,NA,"Marshall Islands",323,3711,11.487399380805
"507","Crabs","2022",211504,NA,"Mauritius",1854,60333,32.5399029126214
"508","Crabs","2022",211504,NA,"Niue",351,2470,7.03846153846154
"509","Crabs","2022",211504,NA,"Norfolk Island",61,459,7.52245901639344
"510","Crabs","2022",211504,NA,"Palau",130,1029,7.91461538461539
"511","Crabs","2022",211504,NA,"Papua New Guinea",2206,22431,10.1705349048051
"512","Crabs","2022",211504,NA,"Samoa",3397,52224,15.3724021195172
"513","Crabs","2022",211504,NA,"Solomon Islands",840,6668,7.94
"514","Crabs","2022",211504,NA,"Tuvalu",25,362,14.48
"515","Crabs","2022",211504,NA,"Vanuatu",1244,10991,8.83655948553055
"516","Crabs",NA,0,NA,NA,NA,NA,NA
"517","Crayfish","2018",0,NA,NA,NA,NA,NA
"518","Crayfish","2019",0,NA,NA,NA,NA,NA
"519","Crayfish","2020",0,NA,NA,NA,NA,NA
"520","Crayfish","2021",0,NA,NA,NA,NA,NA
"521","Crayfish","2022",0,NA,NA,NA,NA,NA
"522","Crayfish",NA,0,NA,NA,NA,NA,NA
"523","Eels","2018",552,NA,"Australia",3585,61367,17.1213807531381
"524","Eels","2018",552,NA,"Belarus",2804,9281,3.31
"525","Eels","2018",552,NA,"Belgium",97900,1447030,14.7796690500511
"526","Eels","2018",552,NA,"Bulgaria",2010,5654,2.81
"527","Eels","2018",552,NA,"Canada",12876,221405,17.2000722273998
"528","Eels","2018",552,NA,"China",34881,421514,12.08
"529","Eels","2018",552,NA,"Germany",69668,606180,8.7
"530","Eels","2018",552,NA,"Hong Kong",640,1987,3.1
"531","Eels","2018",552,NA,"Lithuania",2071,6405,3.09
"532","Eels","2018",552,NA,"Russia",20603,178507,8.66266757268359
"533","Eels","2018",552,NA,"South Korea",15661,239916,15.3151963476151
"534","Eels","2018",552,NA,"Spain",128,1780,13.905
"535","Eels","2018",552,NA,"Taiwan",2364,28257,11.95
"536","Eels","2018",552,NA,"United Kingdom",89024,633524,7.11965245327103
"537","Eels","2018",552,NA,"United States",71087,998695,14.0520199192539
"538","Eels","2018",552,NA,"Vanuatu",48,1172,24.42
"539","Eels","2019",120,NA,"Australia",5558,66743,12.0075332853544
"540","Eels","2019",120,NA,"Belarus",7388,25200,3.41
"541","Eels","2019",120,NA,"Belgium",31934,473067,14.8137940752803
"542","Eels","2019",120,NA,"Canada",5223,105095,20.1226191843768
"543","Eels","2019",120,NA,"China",22256,348400,15.6570668583753
"544","Eels","2019",120,NA,"France",25376,342958,13.5181147540984
"545","Eels","2019",120,NA,"Germany",30672,299995,9.77888888888889
"546","Eels","2019",120,NA,"Hong Kong",3,132,44
"547","Eels","2019",120,NA,"Russia",20176,219571,10.8821015067407
"548","Eels","2019",120,NA,"South Korea",11629,167981,14.4493086249893
"549","Eels","2019",120,NA,"United Kingdom",78412,448896,5.72
"550","Eels","2019",120,NA,"United States",59796,977861,16.3553891564653
"551","Eels","2020",23,NA,"Australia",3448,56502,16.3905568445476
"552","Eels","2020",23,NA,"Belarus",3680,14156,3.85
"553","Eels","2020",23,NA,"Belgium",79656,1355435,17.0179240735161
"554","Eels","2020",23,NA,"Bulgaria",125,329,2.63
"555","Eels","2020",23,NA,"Canada",1510,24473,16.21
"556","Eels","2020",23,NA,"China",19802,247943,12.52
"557","Eels","2020",23,NA,"France",21012,332363,15.82
"558","Eels","2020",23,NA,"Germany",49232,421376,8.56
"559","Eels","2020",23,NA,"Malaysia",25,306,12.24
"560","Eels","2020",23,NA,"Russia",21001,248350,11.83
"561","Eels","2020",23,NA,"South Korea",1860,31694,17.04
"562","Eels","2020",23,NA,"United Kingdom",28606,228150,7.98
"563","Eels","2020",23,NA,"United States",20280,343505,16.9359171597633
"564","Eels","2021",485,NA,"Australia",4813,68407,14.2155142322876
"565","Eels","2021",485,NA,"Belarus",4512,15575,3.45
"566","Eels","2021",485,NA,"Belgium",49716,809444,16.28
"567","Eels","2021",485,NA,"China",38007,462940,12.18
"568","Eels","2021",485,NA,"Germany",27552,179982,6.53
"569","Eels","2021",485,NA,"Lithuania",1003,3454,3.44
"570","Eels","2021",485,NA,"Malaysia",25,680,27.2
"571","Eels","2021",485,NA,"Russia",16097,175221,10.89
"572","Eels","2021",485,NA,"Singapore",48,864,18
"573","Eels","2021",485,NA,"Taiwan",36,684,19
"574","Eels","2021",485,NA,"Tonga",20,977,48.85
"575","Eels","2021",485,NA,"United Arab Emirates",234,4381,18.7230769230769
"576","Eels","2021",485,NA,"United Kingdom",61591,471350,7.65135782825413
"577","Eels","2021",485,NA,"United States",4402,64544,14.6660972285325
"578","Eels","2022",87,NA,"Australia",6218,110512,17.7686812479897
"579","Eels","2022",87,NA,"Belgium",27252,463749,17.0164200792602
"580","Eels","2022",87,NA,"Canada",30,450,15
"581","Eels","2022",87,NA,"China",30506,425710,13.95
"582","Eels","2022",87,NA,"Georgia",17,81,4.76
"583","Eels","2022",87,NA,"Germany",14768,111818,7.57
"584","Eels","2022",87,NA,"New Caledonia",150,4193,27.95
"585","Eels","2022",87,NA,"Samoa",400,580,1.45
"586","Eels","2022",87,NA,"Singapore",48,768,16
"587","Eels","2022",87,NA,"United Arab Emirates",1890,38370,20.3
"588","Eels","2022",87,NA,"United Kingdom",70110,768976,10.9652888318357
"589","Eels","2022",87,NA,"United States",30687,551603,17.9789037703262
"590","Eels",NA,0,NA,NA,NA,NA,NA
"591","Elephant Fish","2018",1345905,1313500,"Australia",8910,120443,13.52
"592","Elephant Fish","2018",1345905,1313500,"Hong Kong",16530,253606,15.34
"593","Elephant Fish","2018",1345905,1313500,"Malaysia",3533,92150,26.08
"594","Elephant Fish","2018",1345905,1313500,"Singapore",27336,483788,17.7
"595","Elephant Fish","2019",1353841,1463500,"Australia",2200,22971,10.4409090909091
"596","Elephant Fish","2019",1353841,1463500,"Hong Kong",10150,168509,16.6
"597","Elephant Fish","2019",1353841,1463500,"Malaysia",4760,86593,18.1893487394958
"598","Elephant Fish","2019",1353841,1463500,"Singapore",12041,207446,17.2269163690723
"599","Elephant Fish","2020",1359310,1463700,"Australia",18860,192558,10.21
"600","Elephant Fish","2020",1359310,1463700,"Malaysia",10,132,13.2
"601","Elephant Fish","2020",1359310,1463700,"Singapore",35693,670339,18.78
"602","Elephant Fish","2021",1257850,1463700,"Australia",14100,164147,11.64
"603","Elephant Fish","2021",1257850,1463700,"Hong Kong",13230,181465,13.72
"604","Elephant Fish","2021",1257850,1463700,"Singapore",13024,194905,14.97
"605","Elephant Fish","2022",1209440,1463700,"Australia",15076,213468,14.1608934730698
"606","Elephant Fish","2022",1209440,1463700,"Malaysia",940,18477,19.66
"607","Elephant Fish","2022",1209440,1463700,"Singapore",2780,44995,16.19
"608","Elephant Fish","2022",1209440,1463700,"Thailand",14010,223815,15.98
"609","Flounder Fish","2018",0,NA,"American Samoa",500,3670,7.34
"610","Flounder Fish","2018",0,NA,"Australia",353021,3369415,9.5419718940233
"611","Flounder Fish","2018",0,NA,"Canada",239,3694,15.46
"612","Flounder Fish","2018",0,NA,"China",182,3175,17.4453846153846
"613","Flounder Fish","2018",0,NA,"Cook Islands",150,1681,11.21
"614","Flounder Fish","2018",0,NA,"French Polynesia",357,4021,11.2656862745098
"615","Flounder Fish","2018",0,NA,"Hong Kong",13223,119148,9.01
"616","Flounder Fish","2018",0,NA,"Malaysia",12,155,12.92
"617","Flounder Fish","2018",0,NA,"Norfolk Island",60,360,6
"618","Flounder Fish","2018",0,NA,"Samoa",5186,40823,7.87
"619","Flounder Fish","2018",0,NA,"Singapore",425,6336,14.91
"620","Flounder Fish","2018",0,NA,"Solomon Islands",1,34,34
"621","Flounder Fish","2018",0,NA,"Thailand",40,303,7.58
"622","Flounder Fish","2018",0,NA,"United States",6083,91568,15.05
"623","Flounder Fish","2019",0,NA,"American Samoa",390,3079,7.89
"624","Flounder Fish","2019",0,NA,"Australia",293660,3103142,10.5655170605462
"625","Flounder Fish","2019",0,NA,"Canada",226,3176,14.05
"626","Flounder Fish","2019",0,NA,"China",3252,58004,17.8332287822878
"627","Flounder Fish","2019",0,NA,"Cook Islands",10,355,35.5
"628","Flounder Fish","2019",0,NA,"French Polynesia",647,9940,15.3674343122102
"629","Flounder Fish","2019",0,NA,"Hong Kong",8485,78267,9.22
"630","Flounder Fish","2019",0,NA,"Samoa",2160,12407,5.74
"631","Flounder Fish","2019",0,NA,"Singapore",654,11202,17.13
"632","Flounder Fish","2019",0,NA,"United States",7133,113777,15.95
"633","Flounder Fish","2019",0,NA,"Vanuatu",2,130,65
"634","Flounder Fish","2020",0,NA,"American Samoa",120,967,8.06
"635","Flounder Fish","2020",0,NA,"Australia",293550,2718891,9.26376971555101
"636","Flounder Fish","2020",0,NA,"French Polynesia",195,2468,12.6561538461538
"637","Flounder Fish","2020",0,NA,"Hong Kong",5950,48379,8.13
"638","Flounder Fish","2020",0,NA,"Japan",202,3129,15.49
"639","Flounder Fish","2020",0,NA,"New Caledonia",15,41,2.73
"640","Flounder Fish","2020",0,NA,"Samoa",150,1035,6.9
"641","Flounder Fish","2020",0,NA,"Singapore",153,2135,13.95
"642","Flounder Fish","2020",0,NA,"United States",5213,79030,15.16
"643","Flounder Fish","2021",0,NA,"American Samoa",390,3135,8.04
"644","Flounder Fish","2021",0,NA,"Australia",264705,2698932,10.1955895052983
"645","Flounder Fish","2021",0,NA,"Cook Islands",0,0,NA
"646","Flounder Fish","2021",0,NA,"French Polynesia",452,5042,11.1579646017699
"647","Flounder Fish","2021",0,NA,"Hong Kong",2992,20342,6.8
"648","Flounder Fish","2021",0,NA,"Niue",200,1720,8.6
"649","Flounder Fish","2021",0,NA,"Papua New Guinea",60,954,15.9
"650","Flounder Fish","2021",0,NA,"Samoa",970,6786,7
"651","Flounder Fish","2021",0,NA,"Singapore",272,4059,14.92
"652","Flounder Fish","2021",0,NA,"Tonga",235,1916,8.15340425531915
"653","Flounder Fish","2021",0,NA,"United States",2435,38056,15.63
"654","Flounder Fish","2022",0,NA,"Australia",209370,2827850,13.5044984477241
"655","Flounder Fish","2022",0,NA,"Canada",24,389,16.21
"656","Flounder Fish","2022",0,NA,"Cook Islands",85,776,9.13
"657","Flounder Fish","2022",0,NA,"Cyprus",30,84,2.8
"658","Flounder Fish","2022",0,NA,"French Polynesia",136,2617,19.24
